id;brand;actual_price;date
afe3ad5b-7b91-542f-a26f-871cf5aa8cdd;TEE BUD;2,000;2024-04-01T00:00:00.000+03:00
4c65d996-c143-5d46-8c2d-6d38b1dba1d4;yellowvib;1,350;2024-04-01T00:00:00.000+03:00
129bbd4a-e1dc-5da4-b45e-604590d599dd;dream o;599;2024-04-01T00:00:00.000+03:00
f74338c1-db05-55f2-a8ef-ff1128cbe034;Amp;999;2024-04-01T00:00:00.000+03:00
ebc71efd-fa9d-5d92-b038-3809b248258d;dream o;599;2024-04-01T00:00:00.000+03:00
0c20bae3-6e0a-5b10-a9ff-f8a3d1d43c45;TEE BUD;1,500;2024-04-01T00:00:00.000+03:00
a50caabf-05b7-58dc-9313-ed7c3e6c5c9c;Byford by Pantaloo;699;2024-04-01T00:00:00.000+03:00
662d74d2-55b8-5904-b7e6-7d8c6f882601;ARBO;725;2024-04-01T00:00:00.000+03:00
8770e0a8-ebff-5a8b-86fc-2962444d5ec6;ARBO;539;2024-04-01T00:00:00.000+03:00
4ab152b3-7f2b-5930-8231-a9e9cf5f69fa;ARBO;829;2024-04-01T00:00:00.000+03:00
55b82765-b016-5b7f-bce2-76370ce4cbe3;TEE BUD;1,500;2024-04-01T00:00:00.000+03:00
fb2630f2-95c4-51c5-8fc5-eac34c8990da;dream o;599;2024-04-01T00:00:00.000+03:00
25cd4a94-4f08-596b-8474-30d068403637;chawla fashi;999;2024-04-01T00:00:00.000+03:00
003ac9c5-d814-5bfc-88f7-05ca759eb927;ATTIITU;1,399;2024-04-01T00:00:00.000+03:00
336eeeea-9aa7-56c5-9a28-fbdcde73df80;ATTIITU;1,399;2024-04-01T00:00:00.000+03:00
8454f6ad-954a-56b2-a174-040c6e87692f;ATTIITU;1,199;2024-04-01T00:00:00.000+03:00
b83e3ff1-524c-5c2f-9bf4-9ea57fae6aa5;ATTIITU;1,199;2024-04-01T00:00:00.000+03:00
6713b0fc-4cdb-5736-b3b6-270dedfef41b;ATTIITU;1,199;2024-04-01T00:00:00.000+03:00
1c612d1c-22c8-57b6-9eca-5c8dae9160f8;dream o;599;2024-04-01T00:00:00.000+03:00
2ea8ec12-c41c-5d8a-9a3d-b932c2524742;chawla fashi;999;2024-04-01T00:00:00.000+03:00
