id;brand;actual_price;date
9388be0b-ac4f-571f-9377-dc783ac26c95;M7 By Metrona;1,099;2024-02-01T00:00:00.000+03:00
d7bc606b-e021-57ab-9e13-2ebf6e34f9b7;M7 By Metrona;1,099;2024-02-01T00:00:00.000+03:00
80ff6e7e-4dd7-5a71-8870-3f2f839f5ce0;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
c9226b7f-a2e6-59c9-8ff7-b978b6a8d9a3;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
359ea849-e370-5b4b-999c-488e123a134e;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
835cfd22-fd64-5fdc-ba20-08374c359ed2;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
ad001950-d32b-5261-a28b-fa5932f35863;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
28354d38-e03b-5c37-a0ba-9b553f93f255;M7 By Metrona;1,299;2024-02-01T00:00:00.000+03:00
2cca2f71-2c9a-5b0c-b1eb-08a831a29cd0;SayItLo;799;2024-02-01T00:00:00.000+03:00
607b9f46-7f73-57c8-bfff-51195b484408;DISCOUNT OUTL;899;2024-02-01T00:00:00.000+03:00
b72c1f5a-96a9-5bb5-b6fb-165a6a6d6fdf;DISCOUNT OUTL;899;2024-02-01T00:00:00.000+03:00
0818b0c3-f674-5dda-82a3-45d37c469161;Mylifestylebazz;799;2024-02-01T00:00:00.000+03:00
c62e1889-c4b5-5f60-aaf8-752b1402975f;yellowvib;1,800;2024-02-01T00:00:00.000+03:00
c5b50353-3ba1-555e-82a7-c4d040afb1df;yellowvib;1,100;2024-02-01T00:00:00.000+03:00
af19be8b-868e-5551-a717-7d59b37be0be;RodZ;1,499;2024-02-01T00:00:00.000+03:00
6dd98511-4ba5-5947-ba94-2764ad537a21;RodZ;1,499;2024-02-01T00:00:00.000+03:00
a743f6e6-ce43-5397-9d5e-8463a74d516d;SayItLo;999;2024-02-01T00:00:00.000+03:00
a9821fed-a4d4-5025-b7ca-3070db0844c1;True Bl;1,499;2024-02-01T00:00:00.000+03:00
fb84dd77-9185-5e9c-bab8-dc99aae022fc;True Bl;1,999;2024-02-01T00:00:00.000+03:00
fa796c24-0781-558d-8f1a-ecd7fba5badd;ARBO;849;2024-02-01T00:00:00.000+03:00
59923157-7256-5505-8405-0f05bb5acce5;ARBO;849;2024-02-01T00:00:00.000+03:00
4b87706a-aa9f-55af-9d3f-1825da292f32;TEE BUD;1,500;2024-02-01T00:00:00.000+03:00
0c9230e2-420e-5f20-960a-6a4e33601b52;D;1,299;2024-02-01T00:00:00.000+03:00
0585f089-5b43-57af-bff7-ca4ec8911b4f;Vibrant Vestu;549;2024-02-01T00:00:00.000+03:00
2594bdec-6c63-55ab-bc0c-ce122b0cacbb;RodZ;1,499;2024-02-01T00:00:00.000+03:00
74ab5d5d-cc6b-52f1-a5ff-a1c985fc16cf;RodZ;1,499;2024-02-01T00:00:00.000+03:00
5be77928-add2-571c-90b5-023343a12208;Mylifestylebazz;799;2024-02-01T00:00:00.000+03:00
94020a64-a1b2-5cf3-b8b3-85e408bfe90a;KAY D;1,299;2024-02-01T00:00:00.000+03:00
62dadd28-3ccd-5157-9d02-46ddd7c0f73c;Mylifestylebazz;799;2024-02-01T00:00:00.000+03:00
9b7f52df-c75f-5dad-bfa7-d3fa445a78f3;Clo;1,499;2024-02-01T00:00:00.000+03:00
36f571bb-3634-5550-b72b-acf466d881b4;ARBO;760;2024-02-01T00:00:00.000+03:00
7015ba46-1464-5402-a64c-9765dd0569e3;THE HOLLAND;1,299;2024-02-01T00:00:00.000+03:00
ac7e8a5b-e34e-5a5c-b2c6-fe63ee0e25e0;ARBO;798;2024-02-01T00:00:00.000+03:00
4ca3c4d4-8720-5d7c-9fd5-8f4c0b67e732;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
e3ba186c-c7fc-5b75-98c3-57e7ef8dd90b;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
a30e55ad-60f0-547f-8985-a7b58b68cce4;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
ce10330e-d008-5341-b337-8d5bd3506b27;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
78581889-ad1a-53fe-872d-7cd17ae6760c;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
1df7d56e-d8de-5827-b24c-fbd018e05cef;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
ff7c3403-97fb-5a6d-92ab-48def0c3a9f9;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
19b66719-40b0-59a2-ba77-56531c416acf;THE HOLLAND;799;2024-02-01T00:00:00.000+03:00
00cceec4-5c06-52b2-a56e-995e08f0c7aa;THE HOLLAND;799;2024-02-01T00:00:00.000+03:00
93ffae4c-42e0-5662-bece-fd9d266e345f;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
c559ecde-141c-535e-bf0f-a0727192b073;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
f5a5960c-398f-56d8-a4ad-8ecee957aa43;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
a7c96dae-3b25-53bd-9dd9-a84daba85947;THE HOLLAND;799;2024-02-01T00:00:00.000+03:00
d09ad999-703d-5482-bb34-1df8a3894f49;THE HOLLAND;899;2024-02-01T00:00:00.000+03:00
6890694d-32b6-598b-9c9f-c595c483cc23;V3Squar;1,299;2024-02-01T00:00:00.000+03:00
cfc27760-aaa4-50e3-beb2-bced65aee7c1;Mylifestylebazz;799;2024-02-01T00:00:00.000+03:00
8c222ad6-799f-5d06-b4d1-57dae70c51f2;Mylifestylebazz;799;2024-02-01T00:00:00.000+03:00
