id;brand;actual_price;date
ab8e784b-79f0-5889-a110-d19f7ce1a1d6;TEE BUD;1,500;2024-01-01T00:00:00.000+03:00
3c81d841-2e8e-59a8-ae16-437ddb57ff7f;FancyW;699;2024-01-01T00:00:00.000+03:00
aa684996-71a8-5669-9aef-7ab98cfce7d4;dream o;599;2024-01-01T00:00:00.000+03:00
01346985-4230-5356-a87b-45da21c46005;yellowvib;1,200;2024-01-01T00:00:00.000+03:00
3ee5791f-75da-5e76-9763-706f01fad7e2;yellowvib;1,200;2024-01-01T00:00:00.000+03:00
85b2e82a-0f30-5de1-8a31-492057a5a768;TEE BUD;1,500;2024-01-01T00:00:00.000+03:00
23eee001-e50d-56c0-ae3a-2f8488089fc5;yellowvib;4,500;2024-01-01T00:00:00.000+03:00
f3588fbd-657b-50a1-9d94-35a0531e3b7d;ARBO;829;2024-01-01T00:00:00.000+03:00
9d1709c0-4a53-5d14-b487-d36b63d4b6e8;ARBO;1,020;2024-01-01T00:00:00.000+03:00
5c03d08f-4ebe-5237-8a25-b27bbe5f9c9a;ARBO;829;2024-01-01T00:00:00.000+03:00
b2d5b95f-73ab-5bda-b38a-ce0023eaf830;yellowvib;1,600;2024-01-01T00:00:00.000+03:00
39c819c0-b44d-54cf-b686-e59722f316dd;dream o;599;2024-01-01T00:00:00.000+03:00
70f59572-93c7-5e47-b0f7-2fbd6d199b0a;chawla fashi;999;2024-01-01T00:00:00.000+03:00
d38e4649-2621-5319-a59b-b9d53b7fe1b7;ATTIITU;1,399;2024-01-01T00:00:00.000+03:00
e462102b-260a-5a89-8515-cdf112b32bb0;ATTIITU;1,399;2024-01-01T00:00:00.000+03:00
c2e7a399-b9e3-5916-bf19-7ae1e9ae8a98;ATTIITU;1,199;2024-01-01T00:00:00.000+03:00
5aa20e6d-a337-5bd6-b727-93a285b521cd;ATTIITU;1,199;2024-01-01T00:00:00.000+03:00
4433b3f7-1512-58d1-b92c-9deb6c276e5a;ATTIITU;1,199;2024-01-01T00:00:00.000+03:00
4468c514-dd96-5ace-bfef-260eb555e6f6;dream o;599;2024-01-01T00:00:00.000+03:00
6a732a7d-9a95-5def-848f-025e56dbf8cd;chawla fashi;999;2024-01-01T00:00:00.000+03:00
4ed82cb2-bd69-5294-a45a-8f3544dad89b;chawla fashi;999;2024-01-01T00:00:00.000+03:00
cf282202-61b0-5b17-ab76-0fd6914e8859;chawla fashi;999;2024-01-01T00:00:00.000+03:00
9fa44c81-213b-5a71-a933-b6d0e6e55396;chawla fashi;999;2024-01-01T00:00:00.000+03:00
fec8f5ed-7748-5d2b-b7aa-d4bb93c30dd5;chawla fashi;999;2024-01-01T00:00:00.000+03:00
