id;brand;actual_price;date;load_date
4df105c6-d2e7-51cd-89d2-566ba9cc7c38;ARBO;900;2024-01-01T00:00:00.000+03:00;2024-01-01
762a3bc4-bfcc-5cab-99b3-1ee14a950b32;ARBO;900;2024-02-01T00:00:00.000+03:00;2024-02-01
64f6d491-e608-54f6-88a0-030c26671b3b;ARBO;900;2024-03-01T00:00:00.000+03:00;2024-03-01
27c5cbe6-6696-5680-8329-4fb3e97e058a;ECKO Unl;449;2024-04-01T00:00:00.000+03:00;2024-04-01
480f8fae-80eb-56de-8a3e-350481011828;ECKO Unl;499;2024-01-01T00:00:00.000+03:00;2024-01-01
f2106d76-f54f-55d6-9653-edf82fefe060;ARBO;500;2024-02-01T00:00:00.000+03:00;2024-02-01
d41ce552-b6d4-514b-9b2d-715a0c2b6319;yellowvib;1,800;2024-03-01T00:00:00.000+03:00;2024-03-01
05d3a8f3-c4fd-5525-8300-2e9bb5ca3558;yellowvib;1,800;2024-04-01T00:00:00.000+03:00;2024-04-01
b9dfa37b-24b8-5522-b1bc-902783c13d4f;yellowvib;1,800;2024-01-01T00:00:00.000+03:00;2024-01-01
1aa5367f-366a-5c0e-8a55-47ee7bab93cf;TEE BUD;1,199;2024-02-01T00:00:00.000+03:00;2024-02-01
5f4f2b20-788c-5dc5-b619-540f8e8ec561;yellowvib;2,900;2024-03-01T00:00:00.000+03:00;2024-03-01
f6eee68a-b1cb-5920-a997-a4cc7d0aaf33;yellowvib;1,800;2024-04-01T00:00:00.000+03:00;2024-04-01
b91d6005-3d6c-58d2-834b-880f731c30ba;Oka;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
3a20abaa-d456-5413-a035-a8df7ebf7474;Oka;1,250;2024-02-01T00:00:00.000+03:00;2024-02-01
1cb0bac7-5108-570b-b581-65bd45fdc8db;Oka;1,250;2024-03-01T00:00:00.000+03:00;2024-03-01
595705c1-3c73-5aa7-97ca-39380da43501;Oka;1,199;2024-04-01T00:00:00.000+03:00;2024-04-01
a84a78a4-266b-5d45-8195-5b63e0653ef6;Oka;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
8dbb5669-56d5-5099-bde4-7bd0945a349e;Oka;1,250;2024-02-01T00:00:00.000+03:00;2024-02-01
30ad6229-02f6-580c-9c2d-78701a2ac423;Oka;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
373bf0d7-62cc-5fb8-951e-e5a1d2a21822;Oka;1,199;2024-04-01T00:00:00.000+03:00;2024-04-01
6b976315-706f-54c8-b151-df18662df9a8;Oka;1,250;2024-01-01T00:00:00.000+03:00;2024-01-01
9a66f6b5-fbbb-5bbb-8a48-766a06f343b5;Oka;1,250;2024-02-01T00:00:00.000+03:00;2024-02-01
ee8c6d62-25d6-5fa3-a96f-52186e297441;Oka;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
b40fcae1-4fa9-5197-857a-2745d0b55037;Oka;1,250;2024-04-01T00:00:00.000+03:00;2024-04-01
5bd8088a-8078-564c-b787-c035c9baccda;Oka;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
e06220e9-9103-58be-be27-48d13ab6923e;Oka;1,250;2024-02-01T00:00:00.000+03:00;2024-02-01
0225ea55-f954-5616-a83b-2dce381d3fc3;Oka;1,250;2024-03-01T00:00:00.000+03:00;2024-03-01
a993464f-2199-5f9f-911f-81006bc5815c;TEE BUD;1,199;2024-04-01T00:00:00.000+03:00;2024-04-01
a7daa7f6-6c1f-52da-ba93-963fe8e4726a;TEE BUD;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
00a7af01-c953-5b53-b479-d982f4da2b83;Oka;1,199;2024-02-01T00:00:00.000+03:00;2024-02-01
e998169b-23eb-5998-a550-286007d90a0e;Oka;1,250;2024-03-01T00:00:00.000+03:00;2024-03-01
c8d9e7af-e84d-56a1-b316-0677adb6a1a6;yellowvib;1,200;2024-04-01T00:00:00.000+03:00;2024-04-01
4655bcb6-10b7-5de4-9738-0590377cc0cd;Oka;1,250;2024-01-01T00:00:00.000+03:00;2024-01-01
613f8ad9-161b-5899-a40f-296a480b9493;yellowvib;2,800;2024-02-01T00:00:00.000+03:00;2024-02-01
02699704-9e35-5ab9-b103-164f526b52c1;Oka;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
02a5364f-db31-55bc-803a-680234426b1e;She;999;2024-04-01T00:00:00.000+03:00;2024-04-01
42ffae0c-8dff-5c04-8eea-540aa9ec013b;Oka;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
a828fc97-4a87-50f0-8de9-cbe8e56c0770;Oka;1,199;2024-02-01T00:00:00.000+03:00;2024-02-01
b1b2670d-b01e-563a-abbc-77564af02cf1;Oka;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
66c00892-ca6e-5a99-97f2-b0fcbc3cb837;Oka;1,199;2024-04-01T00:00:00.000+03:00;2024-04-01
94d0eaf9-b114-5f7d-b5fe-c0255cab822c;Oka;1,199;2024-01-01T00:00:00.000+03:00;2024-01-01
a00b9c93-50e5-5e3d-9614-be3e7b498142;yellowvib;1,800;2024-02-01T00:00:00.000+03:00;2024-02-01
3f02b8a6-20b3-58a7-b5c1-a72ff93eeef4;Oka;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
ead50a33-d883-545f-b6a4-c8d47ebb69a4;ARBO;598;2024-04-01T00:00:00.000+03:00;2024-04-01
d8493f24-17b3-5b66-8c59-b0f8c5ae4df2;ARBO;598;2024-01-01T00:00:00.000+03:00;2024-01-01
9c3686c2-5bec-5709-9fc3-144935e34248;ARBO;598;2024-02-01T00:00:00.000+03:00;2024-02-01
dba8a466-d44d-54fd-b873-765b3b6b0f73;REF;2,397;2024-03-01T00:00:00.000+03:00;2024-03-01
8e9db65b-c173-5dc6-a811-0ed9c643b0a0;EYETWIST;799;2024-04-01T00:00:00.000+03:00;2024-04-01
33a370ca-75ee-530a-8d76-926c7fdc384c;EYETWIST;799;2024-01-01T00:00:00.000+03:00;2024-01-01
c1caffae-f63c-5af7-b8e6-5f19658a4991;yellowvib;1,200;2024-02-01T00:00:00.000+03:00;2024-02-01
d1be539d-7ef8-5d77-a320-ee429c89089f;Oka;1,250;2024-03-01T00:00:00.000+03:00;2024-03-01
26553e1a-44ab-50b9-abae-8b96069cb2a1;ARBO;820;2024-04-01T00:00:00.000+03:00;2024-04-01
0ff6ea6a-b160-5cb9-997f-7ac22707ba9a;ARBO;820;2024-01-01T00:00:00.000+03:00;2024-01-01
b67de254-bbcb-5305-aa82-b06550c4d2e6;ARBO;820;2024-02-01T00:00:00.000+03:00;2024-02-01
c893511b-3e99-5277-9d8a-303980abce36;yellowvib;1,650;2024-03-01T00:00:00.000+03:00;2024-03-01
783d59dd-e35a-5e26-a3fa-7cc32f141c03;yellowvib;1,800;2024-04-01T00:00:00.000+03:00;2024-04-01
4284d2d3-f9e9-526a-bbe9-b63f835e8ef0;yellowvib;1,750;2024-01-01T00:00:00.000+03:00;2024-01-01
780fd7d4-a402-564c-bdf3-c5f5a22c6c70;ARBO;598;2024-02-01T00:00:00.000+03:00;2024-02-01
e24a5219-3557-58fb-b39f-8e596a7307b2;ARBO;598;2024-03-01T00:00:00.000+03:00;2024-03-01
d195af78-b5a6-52b9-a904-518272b1c6cd;Oka;1,199;2024-04-01T00:00:00.000+03:00;2024-04-01
e40cb0d4-aa37-5f61-bd47-0a901a9500b1;She;999;2024-01-01T00:00:00.000+03:00;2024-01-01
e3c41e02-69f8-5de8-ac78-58d8766baaaf;A2Z QUALITY GROU;1,290;2024-02-01T00:00:00.000+03:00;2024-02-01
674447b1-04a8-50c4-a62a-2a92a66a29ae;Oka;1,250;2024-03-01T00:00:00.000+03:00;2024-03-01
b4b7cc7a-1bce-524e-a514-5a54f2b78284;Oka;1,250;2024-04-01T00:00:00.000+03:00;2024-04-01
6cc8f7af-7e13-5717-b6c5-d2fa0e71e739;ARBO;725;2024-01-01T00:00:00.000+03:00;2024-01-01
86ae9455-51d4-544d-963a-1710096d2d34;ARBO;725;2024-02-01T00:00:00.000+03:00;2024-02-01
320af224-f8c0-5079-9abf-b0694b83a681;yellowvib;1,200;2024-03-01T00:00:00.000+03:00;2024-03-01
92e6e999-0363-5904-baee-378b12c512a7;Lucky Bi;999;2024-04-01T00:00:00.000+03:00;2024-04-01
162256f1-2957-5090-ab46-bb3010a93016;Lucky Bi;999;2024-01-01T00:00:00.000+03:00;2024-01-01
65be3556-af09-5b95-b54f-255ddcf4514f;Lucky Bi;999;2024-02-01T00:00:00.000+03:00;2024-02-01
cfb08c30-191b-50aa-860e-9025126f5a2c;Lucky Bi;999;2024-03-01T00:00:00.000+03:00;2024-03-01
863862a0-49cf-54f3-96cb-79fb14fd44a2;Lucky Bi;999;2024-04-01T00:00:00.000+03:00;2024-04-01
598ce425-e76b-5986-8024-e01987a6cda5;Lucky Bi;999;2024-01-01T00:00:00.000+03:00;2024-01-01
b337323d-c674-5467-b4ff-1b33dd6b0c6e;Lucky Bi;999;2024-02-01T00:00:00.000+03:00;2024-02-01
00ca1a34-c45a-5142-9061-8362cce2df8a;Lucky Bi;999;2024-03-01T00:00:00.000+03:00;2024-03-01
380ea461-8011-5aaa-8619-96e7b6ba7c22;Lucky Bi;999;2024-04-01T00:00:00.000+03:00;2024-04-01
a348cec5-508d-5be1-adb8-23461a35ed59;Lucky Bi;999;2024-01-01T00:00:00.000+03:00;2024-01-01
2ee21183-1245-5e79-bbfa-8cdc523b7d9e;Lucky Bi;999;2024-02-01T00:00:00.000+03:00;2024-02-01
dfbf6023-373b-5349-9580-61e03e158df2;Lucky Bi;999;2024-03-01T00:00:00.000+03:00;2024-03-01
1f1d3e08-d5aa-5692-a3dd-19f38be7cb90;Lucky Bi;999;2024-04-01T00:00:00.000+03:00;2024-04-01
65b4b559-177d-5638-80b1-70db43d9bfa5;Lucky Bi;999;2024-01-01T00:00:00.000+03:00;2024-01-01
b7a6424b-b168-523a-82a3-f2953acae6ed;Lucky Bi;999;2024-02-01T00:00:00.000+03:00;2024-02-01
d41fb292-fc65-58e1-ba15-74e1c46a1c8f;SMART ATTRACTI;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
d3a4bc4a-13f2-5c14-9e00-1bb5e220fb60;REF;1,598;2024-04-01T00:00:00.000+03:00;2024-04-01
16e2f08f-b719-54e3-9615-3ca00e75c387;REF;2,397;2024-01-01T00:00:00.000+03:00;2024-01-01
5f438f7a-b6f9-5edf-ba34-41d1ba16bd3d;REF;2,397;2024-02-01T00:00:00.000+03:00;2024-02-01
