id;brand;actual_price;date;load_date
60f37217-fb20-5461-956d-634deb94d1a6;Pu;3,799;2024-01-01T00:00:00.000+03:00;2024-01-01
4e41dcbb-8516-537a-b2a2-eb0176beffde;Pu;3,499;2024-02-01T00:00:00.000+03:00;2024-02-01
c387d640-7160-5b28-8ec7-fc1320b04a00;Pu;3,299;2024-03-01T00:00:00.000+03:00;2024-03-01
7ee6c0dc-4b90-52ea-9263-5f51165654ac;Pu;3,299;2024-04-01T00:00:00.000+03:00;2024-04-01
015280ed-cb14-5e1e-8b69-2abd9189e989;Pu;3,499;2024-01-01T00:00:00.000+03:00;2024-01-01
e17787a1-672a-5e53-811b-bbe1a3dc8d90;Pu;3,499;2024-02-01T00:00:00.000+03:00;2024-02-01
2dd8ff39-b65a-5ff2-b820-2e049bae27cb;Pu;3,299;2024-03-01T00:00:00.000+03:00;2024-03-01
40d56500-f4a1-5dbc-8bb6-cf24183c2a9f;Pu;3,499;2024-04-01T00:00:00.000+03:00;2024-04-01
10e3ac43-d739-54f6-8544-b8ab59508079;Pu;3,499;2024-01-01T00:00:00.000+03:00;2024-01-01
4652f019-dcae-5b48-b716-266ba2543d88;Pu;3,499;2024-02-01T00:00:00.000+03:00;2024-02-01
f88119fe-8e17-577e-ab8a-e75b0a6143a9;MagMatri;2,499;2024-03-01T00:00:00.000+03:00;2024-03-01
2b3c8584-2ddf-5f26-b8c7-170c6df7912c;MagMatri;2,499;2024-04-01T00:00:00.000+03:00;2024-04-01
a4723aff-a10c-5f9c-ac74-3995eef8c1e4;Solid Styl;4,999;2024-01-01T00:00:00.000+03:00;2024-01-01
694ca801-51da-5cd6-b2d8-66578993f311;VOXA;2,599;2024-02-01T00:00:00.000+03:00;2024-02-01
953db598-52a5-5768-b808-81de94632c8e;MASH UNLIMIT;1,899;2024-03-01T00:00:00.000+03:00;2024-03-01
42c96a99-d7af-5375-85f1-31502787d8b4;MASH UNLIMIT;1,899;2024-04-01T00:00:00.000+03:00;2024-04-01
06f50b3b-fd0e-5e2e-a952-80364235dbc4;MASH UNLIMIT;1,899;2024-01-01T00:00:00.000+03:00;2024-01-01
5b348b28-6a87-5c04-82a8-172a4775b84e;MASH UNLIMIT;1,899;2024-02-01T00:00:00.000+03:00;2024-02-01
a8a3cbf6-b22b-5a72-b7b8-f442bcc0bf51;MASH UNLIMIT;1,899;2024-03-01T00:00:00.000+03:00;2024-03-01
777075a1-d868-5cf2-bdb5-f8528254d461;MASH UNLIMIT;1,899;2024-04-01T00:00:00.000+03:00;2024-04-01
8a308618-a71d-5717-a834-f6753885e132;ECKO Unl;1,849;2024-01-01T00:00:00.000+03:00;2024-01-01
33db3e40-7f24-5cb6-9e24-38bedf26dc19;ECKO Unl;2,099;2024-02-01T00:00:00.000+03:00;2024-02-01
b0851d2a-628b-5f9a-8f66-0c61cb2f1948;M7 By Metrona;2,499;2024-03-01T00:00:00.000+03:00;2024-03-01
7f3dad82-4e5b-5236-bfb2-3b4c5d88c5c7;M7 By Metrona;2,999;2024-04-01T00:00:00.000+03:00;2024-04-01
3dd9d8e1-947e-59b7-9e88-1a07bc96ca0f;M7 By Metrona;2,999;2024-01-01T00:00:00.000+03:00;2024-01-01
388c9dcb-c9cd-59f0-893b-5f75283a9de7;Solid Styl;4,999;2024-02-01T00:00:00.000+03:00;2024-02-01
7f892d95-41c6-5df9-84bf-73bb18524e65;True Bl;4,999;2024-03-01T00:00:00.000+03:00;2024-03-01
9b52428d-420f-5862-83fa-94f8df1f8b63;True Bl;5,999;2024-04-01T00:00:00.000+03:00;2024-04-01
fa5d28a5-ffa1-56e1-85bc-85baabfe8006;True Bl;4,999;2024-01-01T00:00:00.000+03:00;2024-01-01
0a622985-5ff1-555c-98b8-b0f71cdada65;True Bl;5,499;2024-02-01T00:00:00.000+03:00;2024-02-01
2ecc1b1a-ea7f-564f-af52-3389a3ab1eac;True Bl;4,499;2024-03-01T00:00:00.000+03:00;2024-03-01
e9584ffa-2187-5857-99a6-c05aa06255c9;True Bl;5,999;2024-04-01T00:00:00.000+03:00;2024-04-01
de69cd49-8cf8-53d5-8dd9-ac196e4ae1d4;True Bl;5,499;2024-01-01T00:00:00.000+03:00;2024-01-01
e3f088e1-3973-5cf2-b535-c738809ca28b;VOXA;2,599;2024-02-01T00:00:00.000+03:00;2024-02-01
85883897-e9b3-5b02-9664-115dedfc9561;VOXA;2,599;2024-03-01T00:00:00.000+03:00;2024-03-01
ea8be998-b6d0-5e08-a8b7-fd4dcf283f67;VOXA;2,599;2024-04-01T00:00:00.000+03:00;2024-04-01
bf8e75b2-6aea-521a-b389-e3fa65c9929f;Szto;3,699;2024-01-01T00:00:00.000+03:00;2024-01-01
46c7363a-686b-5ad0-8e33-ca42e394c975;VOXA;2,599;2024-02-01T00:00:00.000+03:00;2024-02-01
9ca2b19c-23c0-5728-9b37-aaf583718d0e;VOXA;2,599;2024-03-01T00:00:00.000+03:00;2024-03-01
26191974-7c02-50e7-9c96-2bab9c059170;REEB;6,999;2024-04-01T00:00:00.000+03:00;2024-04-01
a566889c-5d85-5be4-a4f3-26cacea00b37;REEB;6,999;2024-01-01T00:00:00.000+03:00;2024-01-01
2ad7f503-2083-56e7-92ac-cfb152b058f6;REEB;6,999;2024-02-01T00:00:00.000+03:00;2024-02-01
91839032-073b-5ccf-af31-3b7577e99c81;REEB;4,999;2024-03-01T00:00:00.000+03:00;2024-03-01
8f466b8c-a951-5eb5-a813-4eb301df028e;REEB;6,999;2024-04-01T00:00:00.000+03:00;2024-04-01
7bdfe8a2-cdb9-5a4f-a97b-31e716a48549;REEB;6,999;2024-01-01T00:00:00.000+03:00;2024-01-01
fd962941-8599-5bf6-b84a-35a876259073;REEB;6,999;2024-02-01T00:00:00.000+03:00;2024-02-01
e281f942-591b-5ee2-b41e-9867b088404e;REEB;6,999;2024-03-01T00:00:00.000+03:00;2024-03-01
bd9c3f4c-119f-5ad3-9f6f-32d28a3d2a58;REEB;6,999;2024-04-01T00:00:00.000+03:00;2024-04-01
edfca02b-d326-51ec-9804-f198be7ec9b9;REEB;6,999;2024-01-01T00:00:00.000+03:00;2024-01-01
7af4a0ae-4aaa-54c9-9411-9eb3be7fba71;REEB;6,999;2024-02-01T00:00:00.000+03:00;2024-02-01
f62fe8a2-a196-59ba-a361-f524b2170c25;REEB;6,999;2024-03-01T00:00:00.000+03:00;2024-03-01
