id;brand;actual_price;date;load_date
703390f4-f1b1-5165-b962-fff1dd0090ce;yellowvib;3,000;2024-02-01T00:00:00.000+03:00;2024-02-01
176fb313-566e-57b6-950a-df8c1fcf0336;yellowvib;999;2024-03-01T00:00:00.000+03:00;2024-03-01
afe3ad5b-7b91-542f-a26f-871cf5aa8cdd;TEE BUD;2,000;2024-04-01T00:00:00.000+03:00;2024-04-01
ab8e784b-79f0-5889-a110-d19f7ce1a1d6;TEE BUD;1,500;2024-01-01T00:00:00.000+03:00;2024-01-01
fb063685-db9d-5824-9e8f-e2343e2ea039;yellowvib;1,800;2024-02-01T00:00:00.000+03:00;2024-02-01
676ffe1a-0951-54f6-ab93-16f2ef3e0126;yellowvib;1,800;2024-03-01T00:00:00.000+03:00;2024-03-01
4c65d996-c143-5d46-8c2d-6d38b1dba1d4;yellowvib;1,350;2024-04-01T00:00:00.000+03:00;2024-04-01
3c81d841-2e8e-59a8-ae16-437ddb57ff7f;FancyW;699;2024-01-01T00:00:00.000+03:00;2024-01-01
43dc5faf-5fc5-5e7d-858a-982631885210;FancyW;699;2024-02-01T00:00:00.000+03:00;2024-02-01
7c46eaac-e775-5196-b9ee-8f262b1989ad;dream o;599;2024-03-01T00:00:00.000+03:00;2024-03-01
129bbd4a-e1dc-5da4-b45e-604590d599dd;dream o;599;2024-04-01T00:00:00.000+03:00;2024-04-01
aa684996-71a8-5669-9aef-7ab98cfce7d4;dream o;599;2024-01-01T00:00:00.000+03:00;2024-01-01
f95f7879-549d-5791-b033-e40b17b4d010;Amp;1,199;2024-02-01T00:00:00.000+03:00;2024-02-01
cf945d12-320b-53f5-85f2-1f821bbc9c6c;Amp;1,199;2024-03-01T00:00:00.000+03:00;2024-03-01
f74338c1-db05-55f2-a8ef-ff1128cbe034;Amp;999;2024-04-01T00:00:00.000+03:00;2024-04-01
01346985-4230-5356-a87b-45da21c46005;yellowvib;1,200;2024-01-01T00:00:00.000+03:00;2024-01-01
de6fd5a1-9a3b-5039-8857-5d7eb42b8739;dream o;599;2024-02-01T00:00:00.000+03:00;2024-02-01
ec8e79d6-270a-5dd0-812e-38f357150a62;dream o;599;2024-03-01T00:00:00.000+03:00;2024-03-01
